sku,quantityOnStock,supplyChannel
A0E2000000024BM,1,
A0E2000000024BO,133,
A0E2000000024BT,46,
A0E2000000024BU,1,
A0E2000000024BV,9,
A0E2000000024PD,5,
A0E2000000024PN,46,
A0E2000000024PO,5,
A0E2000000024PX,318,
A0E2000000024Q8,6,
A0E2000000024Q9,318,
A0E2000000024QH,8,
A0E2000000024QI,822,
A0E2000000024QR,46,
A0E2000000024QS,2,
A0E2000000024R1,8,
A0E2000000024R2,570,
A0E2000000024R3,46,
A0E2000000024R4,2,
A0E2000000024ZN,1,
A0E2000000024ZO,679,
A0E2000000024ZP,5,
A0E2000000024ZQ,3,
A0E2000000024ZR,485,
A0E2000000024ZS,553,
A0E2000000024ZT,9,
A0E2000000024ZU,7,
A0E2000000024ZV,359,
A0E2000000024ZW,427,
A0E2000000024ZX,3,
A0E2000000024ZY,1,
A0E200000002500,10,
A0E200000002507,3,
A0E20000000250H,6,
A0E20000000250I,530,
A0E20000000250S,1,
A0E20000000250X,405,
A0E20000000250Z,7,
A0E200000002510,5,
A0E200000002511,3,
A0E200000002512,277,
A0E200000002513,5,
A0E20000000251B,6,
A0E20000000251C,4,
A0E20000000251D,5,
A0E20000000251E,443,
A0E20000000251F,46,
A0E20000000251G,7,
A0E20000000251H,9,
A0E20000000251I,317,
A0E20000000251J,46,
A0E20000000251K,1,
A0E20000000251L,3,
A0E20000000251M,783,
A0E20000000251N,46,
A0E20000000251Q,657,
A0E20000000251T,444,
A0E20000000251V,6,
A0E20000000251W,6,
A0E20000000251X,318,
A0E20000000251Y,46,
A0E20000000251Z,2,
A0E200000002520,5,
A0E200000002521,7,
A0E200000002522,657,
A0E200000002523,46,
A0E200000002524,9,
A0E200000002526,46,
A0E200000002527,6,
A0E200000002528,6,
A0E20000000252A,66,
A0E20000000252B,6,
A0E20000000252F,26,
A0E20000000252G,10,
A0E20000000252P,8,
A0E20000000252Z,128,
A0E200000002530,8,
A0E200000002534,2,
A0E200000002535,2,
A0E200000002536,7,
A0E200000002537,255,
A0E200000002538,46,
A0E200000002539,7,
A0E20000000253G,759,
A0E20000000253H,953,
A0E20000000253I,1,
A0E20000000253J,5,
A0E20000000253K,633,
A0E20000000253T,46,
A0E2000000025FR,2,
A0E2000000025FS,6,
A0E2000000025FU,618,
A0E2000000025FV,6,
A0E2000000025FW,10,
A0E2000000025FX,948,
A0E2000000025FY,909,
A0E2000000025FZ,46,
A0E2000000025G0,2,
A0E2000000025G1,10,
A0E2000000025G2,152,
A0E2000000025G3,2,
A0E2000000025WE,6,
A0E2000000025WF,698,
A0E2000000025WG,46,
A0E2000000025WH,2,
A0E2000000025WI,10,
A0E2000000025WJ,10,
A0E2000000025WK,658,
A0E2000000026D1,575,
A0E2000000026D2,7,
A0E2000000026DD,4,
A0E2000000026DF,7,
A0E2000000026DG,7,
A0E2000000026DH,741,
A0E2000000026DI,809,
A0E2000000026DJ,1,
A0E2000000026DK,1,
A0E2000000026DL,615,
A0E2000000026DM,46,
A0E2000000026DN,5,
A0E2000000026DO,5,
A0E2000000026DX,3,
A0E2000000026ER,299,
A0E2000000026ES,46,
A0E2000000026F1,5,
A0E2000000026FC,4,
A0E2000000026FN,9,
A0E2000000026FW,746,
A0E2000000026GU,6,
A0E2000000026GV,6,
A0E2000000026GW,660,
A0E2000000026GX,8,
A0E2000000026GY,8,
A0E2000000026GZ,6,
A0E2000000026H0,912,
A0E2000000026H1,10,
A0E2000000026H3,2,
A0E2000000026H4,786,
A0E2000000026H5,4,
A0E2000000026H6,6,
A0E2000000026H7,6,
A0E2000000026H8,660,
A0E2000000026HA,46,
A0E2000000026HB,6,
A0E2000000026HC,4,
A0E2000000026HD,300,
A0E2000000026HE,46,
A0E2000000026HF,10,
A0E2000000026HI,46,
A0E2000000026HJ,7,
A0E2000000026HM,9,
A0E2000000026HN,1,
A0E2000000026HO,699,
A0E2000000026HP,46,
A0E2000000026HQ,3,
A0E2000000026HR,5,
A0E2000000026HT,46,
A0E2000000026HU,7,
A0E2000000026HW,447,
A0E2000000026HX,46,
A0E2000000026HY,1,
A0E2000000026HZ,2,
A0E2000000026I0,699,
A0E2000000026I1,46,
A0E2000000026I2,3,
A0E2000000026I3,5,
A0E2000000026I5,46,
A0E2000000026I6,7,
A0E2000000026I7,9,
A0E2000000026I9,46,
A0E2000000026IA,408,
A0E2000000026IB,6,
A0E2000000026IC,10,
A0E2000000026ID,88,
A0E2000000026IE,282,
A0E2000000026IF,10,
A0E2000000026IG,3,
A0E2000000026IH,951,
A0E2000000026II,46,
A0E2000000026IJ,4,
A0E2000000026IL,10,
A0E2000000026IN,4,
A0E2000000026IO,6,
A0E2000000026IP,4,
A0E2000000026IQ,760,
A0E2000000026IR,8,
A0E2000000026IS,10,
A0E2000000026IT,8,
A0E2000000026IU,634,
A0E2000000026IV,2,
A0E2000000026IW,4,
A0E2000000026IX,314,
A0E2000000026IY,508,
A0E2000000026IZ,6,
A0E2000000026QT,10,
A0E2000000026QU,6,
A0E2000000026QV,124,
A0E2000000026QX,6,
A0E2000000026QY,10,
A0E2000000026QZ,988,
A0E2000000026R9,6,
A0E2000000026RJ,2,
A0E2000000026SD,319,
A0E2000000026SN,5,
A0E2000000026SX,46,
A0E2000000026T7,6,
A0E2000000026T8,610,
A0E2000000026T9,46,
A0E2000000026TI,46,
A0E2000000026TJ,5,
A0E2000000026TL,989,
A0E2000000026TM,46,
A0E2000000026TS,2,
A0E2000000026TT,736,
A0E2000000026TU,46,
A0E2000000026U2,46,
A0E2000000026UB,10,
A0E2000000026UL,776,
A0E2000000026UV,8,
A0E2000000026V5,524,
A0E2000000026XX,5,
A0E2000000026XY,5,
A0E2000000026XZ,210,
A0E2000000026Y2,5,
A0E20000000277Z,908,
A0E200000002781,4,
A0E200000002782,2,
A0E20000000278R,4,
A0E20000000278S,170,
A0E20000000278U,10,
A0E20000000278V,10,
A0E20000000278W,44,
A0E20000000278X,2,
A0E20000000278Y,7,
A0E20000000278Z,695,
A0E200000002790,296,
A0E200000002791,4,
A0E200000002792,6,
A0E200000002793,4,
A0E200000002794,170,
A0E200000002795,8,
A0E200000002797,10,
A0E200000002798,44,
A0E200000002799,2,
A0E20000000279B,5,
A0E20000000279C,443,
A0E20000000279D,9,
A0E20000000279E,7,
A0E20000000279F,249,
A0E20000000279L,46,
A0E20000000279M,1,
A0E20000000279V,3,
A0E20000000279W,821,
A0E2000000027A5,10,
A0E2000000027A6,4,
A0E2000000027A8,6,
A0E2000000027A9,4,
A0E2000000027AA,4,
A0E2000000027AC,7,
A0E2000000027AD,1,
A0E2000000027AF,23,
A0E2000000027AG,1,
A0E2000000027AH,5,
A0E2000000027AI,3,
A0E2000000027AJ,887,
A0E2000000027AK,5,
A0E2000000027AL,9,
A0E2000000027AM,7,
A0E2000000027AN,761,
A0E2000000027AP,3,
A0E2000000027AZ,799,
A0E2000000027B9,10,
A0E2000000027BA,7,
A0E2000000027BB,5,
A0E2000000027BJ,927,
A0E2000000027BK,46,
A0E2000000027BT,3,
A0E2000000027BU,7,
A0E2000000027BW,509,
A0E2000000027BY,1,
A0E2000000027BZ,441,
A0E2000000027C3,674,
A0E2000000027C4,635,
A0E2000000027C5,3,
A0E2000000027C7,7,
A0E2000000027C8,509,
A0E2000000027C9,7,
A0E2000000027CB,1,
A0E2000000027CC,189,
A0E2000000027CE,46,
A0E2000000027CF,5,
A0E2000000027CG,5,
A0E2000000027CH,737,
A0E2000000027CK,9,
A0E2000000027CL,611,
A0E2000000027CO,3,
A0E2000000027CP,485,
A0E2000000027CT,378,
A0E2000000027CV,10,
A0E2000000027CY,46,
A0E2000000027D2,3,
A0E2000000027D4,7,
A0E2000000027DS,10,
A0E2000000027DU,359,
A0E2000000027DV,9,
A0E2000000027DW,3,
A0E2000000027DZ,3,
A0E2000000027E1,524,
A0E20000000280L,8,
A0E20000000280O,10,
A0E200000002835,3,
A0E200000002836,1,
A0E200000002837,103,
A0E200000002838,763,
A0E200000002839,7,
A0E20000000283A,5,
A0E20000000283B,3,
A0E20000000283C,3,
A0E20000000283D,801,
A0E20000000283E,46,
A0E20000000283L,549,
A0E20000000283M,5,
A0E20000000283N,3,
A0E20000000283O,5,
A0E20000000283P,25,
A0E20000000283Q,9,
A0E20000000283R,7,
A0E20000000283T,10,
A0E20000000283V,4,
A0E20000000283W,676,
A0E20000000283X,4,
A0E20000000283Z,8,
A0E200000002840,5,
A0E200000002841,25,
A0E200000002842,9,
A0E200000002843,7,
A0E200000002844,802,
A0E200000002845,10,
A0E200000002846,4,
A0E200000002847,4,
A0E200000002848,676,
A0E200000002849,4,
A0E20000000284A,2,
A0E20000000284B,8,
A0E20000000284C,6,
A0E20000000284D,317,
A0E20000000284E,46,
A0E20000000284F,9,
A0E20000000284G,7,
A0E20000000284I,46,
A0E20000000284J,3,
A0E20000000284L,64,
A0E20000000284P,928,
A0E20000000284Q,46,
A0E20000000284Z,1,
A0E200000002850,6,
A0E200000002851,928,
A0E200000002852,46,
A0E200000002853,10,
A0E200000002859,9,
A0E20000000285A,7,
A0E20000000285B,235,
A0E20000000285J,991,
A0E20000000285K,46,
A0E20000000285T,1,
A0E20000000285U,526,
A0E20000000285V,46,
A0E20000000285W,10,
A0E20000000285X,8,
A0E20000000285Y,400,
A0E20000000295D,8,
A0E20000000295E,926,
A0E20000000295F,10,
A0E20000000295H,732,
A0E20000000295I,800,
A0E20000000295J,4,
A0E20000000295K,2,
A0E20000000295L,606,
A0E20000000295M,46,
A0E20000000295N,8,
A0E20000000295O,6,
A0E20000000295Q,46,
A0E20000000295R,1,
A0E20000000295S,1,
A0E20000000295T,335,
A0E20000000295V,9,
A0E20000000295W,267,
A0E20000000295X,801,
A0E20000000295Y,9,
A0E20000000295Z,3,
A0E200000002960,6,
A0E200000002961,479,
A0E200000002962,46,
A0E200000002967,9,
A0E200000002968,267,
A0E200000002A57,48,
A0E200000002A58,46,
A0E200000002A59,10,
A0E200000002ABB,9,
A0E200000002ABC,523,
A0E200000002ABL,358,
A0E200000002ABM,2,
A0E200000002ABV,8,
A0E200000002ABW,2,
A0E200000002ABX,970,
A0E200000002AC5,106,
A0E200000002AC6,10,
A0E200000002AC7,8,
A0E200000002ACQ,4,
A0E200000002ACR,6,
A0E200000002ACZ,7,
A0E200000002AD0,2,
A0E200000002AD1,896,
A0E200000002AD2,4,
A0E200000002AD3,6,
A0E200000002AD5,770,
A0E200000002AD6,8,
A0E200000002AD7,10,
A0E200000002AD8,450,
A0E200000002ADA,5,
A0E200000002ADB,3,
A0E200000002ADC,975,
A0E200000002ADD,645,
A0E200000002ADE,9,
A0E200000002ADG,849,
A0E200000002ADH,519,
A0E200000002ADI,3,
A0E200000002ARR,1,
A0E200000002ARS,5,
A0E200000002ART,273,
A0E200000002ARW,9,
A0E200000002B3T,273,
A0E200000002B3Y,107,
A0E200000002B3Z,7,
A0E200000002B40,1,
A0E200000002B41,399,
A0E200000002B42,46,
A0E200000002B47,5,
A0E200000002B48,9,
A0E200000002B4H,3,
A0E200000002B4I,651,
A0E200000002B4R,84,
A0E200000002B4S,46,
A0E200000002B51,4,
A0E200000002B52,2,
A0E200000002B5B,6,
A0E200000002B5C,588,
A0E200000002B5L,7,
A0E200000002B66,1,
A0E200000002B67,589,
A0E200000002B68,46,
A0E200000002B69,9,
A0E200000002B6A,5,
A0E200000002B6C,7,
A0E200000002B6E,9,
A0E200000002B6G,3,
A0E200000002B6I,3,
A0E200000002B6J,7,
A0E200000002B6M,10,
A0E200000002B6O,822,
A0E200000002B6P,6,
A0E200000002B6R,8,
A0E200000002B6S,696,
A0E200000002B6T,10,
A0E200000002B6V,2,
A0E200000002B6Z,6,
A0E200000002B70,822,
A0E200000002B71,6,
A0E200000002B79,4,
A0E200000002B7A,46,
A0E200000002B7B,9,
A0E200000002B7C,3,
A0E200000002B7D,211,
A0E200000002B7E,46,
A0E200000002B7F,3,
A0E200000002B7G,7,
A0E200000002B7H,85,
A0E200000002B7I,6,
A0E200000002B7J,6,
A0E200000002B7L,948,
A0E200000002B7M,4,
A0E200000002B7N,2,
A0E200000002B7O,338,
A0E200000002B7P,46,
A0E200000002B7Q,8,
A0E200000002B7R,6,
A0E200000002B7S,212,
A0E200000002B7X,46,
A0E200000002B7Y,6,
A0E200000002B7Z,5,
A0E200000002B80,338,
A0E200000002B81,46,
A0E200000002B82,8,
A0E200000002B83,6,
A0E200000002B84,212,
A0E200000002B89,46,
A0E200000002B8A,910,
A0E200000002B8B,2,
A0E200000002B8C,10,
A0E200000002B8D,124,
A0E200000002B8E,784,
A0E200000002B8F,6,
A0E200000002B8G,4,
A0E200000002B8H,988,
A0E200000002B8I,46,
A0E200000002BC9,3,
A0E200000002BCJ,866,
A0E200000002BCT,6,
A0E200000002BD3,614,
A0E200000002BDD,7,
A0E200000002BDF,488,
A0E200000002BDG,6,
A0E200000002BDH,1,
A0E200000002BDI,9,
A0E200000002BDJ,779,
A0E200000002BDX,5,
A0E200000002BDY,3,
A0E200000002BFW,3,
A0E200000002BG5,843,
A0E200000002BG6,911,
A0E200000002BGF,10,
A0E200000002BGP,8,
A0E200000002BGQ,950,
A0E200000002BGZ,6,
A0E200000002BH0,8,
A0E200000002BL5,297,
A0E200000002BL6,1,
A0E200000002BL7,9,
A0E200000002BL8,3,
A0E200000002BL9,171,
A0E200000002BLA,511,
A0E200000002BLB,4,
A0E200000002BLC,4,
A0E200000002BLD,298,
A0E200000002BLE,6,
A0E200000002BLF,10,
A0E200000002BLG,8,
A0E200000002BLH,172,
A0E200000002BLI,10,
A0E200000002BLJ,4,
A0E200000002BLK,842,
A0E200000002BLL,46,
A0E200000002BPV,9,
A0E200000002BPZ,3,
A0E200000002BQ2,4,
A0E200000002BQ3,926,
A0E200000002BQ5,10,
A0E200000002BQ6,8,
A0E200000002C9U,41,
A0E200000002C9V,575,
A0E200000002CHD,4,
A0E200000002CHE,6,
A0E200000002CHF,854,
A0E200000002CHG,46,
A0E200000002DJF,9,
A0E200000002DJG,7,
A0E200000002E3F,10,
A0E200000002E3P,10,
A0E200000002E49,46,
A0E200000002E4J,4,
A0E200000002E67,1,
A0E200000002E6H,183,
A0E200000002E71,5,
A0E200000002E7B,1,
A0E200000002E7V,4,
A0E200000002E85,2,
A0E200000002E8G,8,
A0E200000002E9K,2,
A0E200000002EA4,3,
A0E200000002EAN,459,
A0E200000002EB7,46,
A0E200000002EC1,10,
A0E200000002ECV,10,
A0E200000002ED5,57,
A0E200000002EDP,562,
A0E200000002EEJ,46,
A0E200000002EET,9,
A0E200000002EF3,8,
A0E200000002EFX,3,
A0E200000002EFY,72,
